Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,score
BRD Nastase Tiriac Trophy,2014-04-23,ATP250,Outdoor,Clay,2nd Round,3,Stakhovsky S.,Berlocq C.,Stakhovsky S.,92,61,605,735,3.5,1.28,4-6 7-6 6-2  
BRD Nastase Tiriac Trophy,2014-04-23,ATP250,Outdoor,Clay,2nd Round,3,Vesely J.,Dimitrov G.,Dimitrov G.,79,16,635,2040,3.75,1.25,6-7 2-6   
BRD Nastase Tiriac Trophy,2014-04-24,ATP250,Outdoor,Clay,2nd Round,3,Istomin D.,Ungur A.,Istomin D.,53,118,845,517,1.83,1.83,4-6 6-0 6-3  
BRD Nastase Tiriac Trophy,2014-04-24,ATP250,Outdoor,Clay,2nd Round,3,Youzhny M.,Haase R.,Haase R.,15,50,2065,947,1.5,2.5,3-6 3-6   
BRD Nastase Tiriac Trophy,2014-04-24,ATP250,Outdoor,Clay,2nd Round,3,Monfils G.,Berankis R.,Monfils G.,24,157,1580,347,1.18,4.5,6-1 6-3   
BRD Nastase Tiriac Trophy,2014-04-24,ATP250,Outdoor,Clay,2nd Round,3,Copil M.,Mathieu P.H.,Mathieu P.H.,167,102,326,569,3.25,1.33,3-6 2-6   
BRD Nastase Tiriac Trophy,2014-04-25,ATP250,Outdoor,Clay,Quarterfinals,3,Rosol L.,Simon G.,Rosol L.,43,28,1016,1315,1.61,2.2,7-6 6-2   
BRD Nastase Tiriac Trophy,2014-04-25,ATP250,Outdoor,Clay,Quarterfinals,3,Istomin D.,Haase R.,Haase R.,53,50,845,947,2.37,1.53,6-3 1-6 3-6  
BRD Nastase Tiriac Trophy,2014-04-25,ATP250,Outdoor,Clay,Quarterfinals,3,Monfils G.,Mathieu P.H.,Monfils G.,24,102,1580,569,1.28,3.5,3-6 7-6 6-2  
BRD Nastase Tiriac Trophy,2014-04-25,ATP250,Outdoor,Clay,Quarterfinals,3,Stakhovsky S.,Dimitrov G.,Dimitrov G.,92,16,605,2040,6.5,1.11,3-6 4-6   
BRD Nastase Tiriac Trophy,2014-04-26,ATP250,Outdoor,Clay,Semifinals,3,Rosol L.,Haase R.,Rosol L.,43,50,1016,947,1.57,2.37,3-6 6-3 6-2  
BRD Nastase Tiriac Trophy,2014-04-26,ATP250,Outdoor,Clay,Semifinals,3,Monfils G.,Dimitrov G.,Dimitrov G.,24,16,1580,2040,2.37,1.57,1-5    
BRD Nastase Tiriac Trophy,2014-04-27,ATP250,Outdoor,Clay,The Final,3,Dimitrov G.,Rosol L.,Dimitrov G.,16,43,2040,1016,1.28,3.75,7-6 6-1   
BMW Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Nieminen J.,Falla A.,Falla A.,56,71,840,687,1.44,2.62,2-6 1-6   
BMW Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Davydenko N.,Delbonis F.,44,90,1013,610,1.4,2.75,6-2 7-6   
BMW Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Przysiezny M.,Matosevic M.,Matosevic M.,79,68,637,697,3.25,1.33,6-2 5-6   
BMW Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Brown D.,Karlovic I.,Brown D.,86,53,620,902,1.44,2.62,7-6 7-6   
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Struff J.L.,Struff J.L.,30,96,1225,593,2.1,1.66,3-6 4-6   
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Klizan M.,Sela D.,Klizan M.,111,82,533,631,1.12,6.0,6-1 6-2   
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Zverev A.,Melzer J.,Melzer J.,765,66,25,700,4.0,1.22,1-6 2-6   
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,Dodig I.,Bellucci T.,122,36,467,1135,2.0,1.72,7-6 6-4   
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Istomin D.,Istomin D.,26,55,1375,870,1.22,4.0,5-7 6-2 4-6  
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Seppi A.,Berrer M.,Seppi A.,33,116,1165,513,1.2,4.33,6-3 7-5   
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Gojowczyk P.,Stakhovsky S.,Stakhovsky S.,113,89,530,618,1.9,1.8,6-3 4-6 1-6  
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,Hewitt L.,Ramos A.,117,42,499,1020,1.4,2.75,6-7 6-1 6-0  
BMW Open,2014-04-30,ATP250,Outdoor,Clay,2nd Round,3,Matosevic M.,Istomin D.,Istomin D.,68,55,697,870,3.0,1.36,7-6 3-6 5-7  
BMW Open,2014-04-30,ATP250,Outdoor,Clay,2nd Round,3,Struff J.L.,Stakhovsky S.,Struff J.L.,96,89,593,618,1.4,2.75,6-3 6-3   
BMW Open,2014-04-30,ATP250,Outdoor,Clay,2nd Round,3,Youzhny M.,Klizan M.,Klizan M.,17,111,2065,533,2.5,1.5,7-6 2-6 6-7  
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Seppi A.,Ramos A.,Seppi A.,33,117,1165,499,2.1,1.66,6-3 6-4   
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Melzer J.,Berankis R.,Berankis R.,66,150,700,379,1.33,3.25,6-7 6-3 6-7  
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Haas T.,Falla A.,Haas T.,16,71,2075,687,1.3,3.4,6-2 6-4   
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Brown D.,Fognini F.,Fognini F.,86,15,620,2190,3.0,1.36,6-7 2-6   
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Bellucci T.,Delbonis F.,Bellucci T.,122,44,467,1013,2.25,1.57,5-7 6-3 6-2  
BMW Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Istomin D.,Klizan M.,Klizan M.,55,111,870,533,2.62,1.44,6-7 6-1 1-6  
BMW Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Haas T.,Seppi A.,Haas T.,16,33,2075,1165,1.33,3.25,6-3 3-6 6-3  
BMW Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Bellucci T.,Fognini F.,Fognini F.,122,15,467,2190,2.75,1.4,2-6 2-6   
BMW Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Struff J.L.,Berankis R.,Struff J.L.,96,150,593,379,1.28,3.5,4-6 6-3 6-4  
BMW Open,2014-05-03,ATP250,Outdoor,Clay,Semifinals,3,Haas T.,Klizan M.,Klizan M.,16,111,2075,533,1.44,2.75,3-6 2-6   
BMW Open,2014-05-03,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,Struff J.L.,Fognini F.,15,96,2190,593,1.22,4.33,6-3 6-1   
BMW Open,2014-05-04,ATP250,Outdoor,Clay,The Final,3,Fognini F.,Klizan M.,Klizan M.,15,111,2190,533,1.28,3.75,6-2 1-6 2-6  
Portugal Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Golubev A.,Mannarino A.,Golubev A.,61,92,806,606,1.33,3.25,6-3 3-6 6-4  
Portugal Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Kukushkin M.,Carreno-Busta P.,Carreno-Busta P.,59,60,825,816,3.25,1.33,1-6 6-7   
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Devvarman S.,Ebden M.,Devvarman S.,102,64,575,720,1.44,2.62,6-2 6-3   
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Berlocq C.,Berlocq C.,190,62,269,735,3.75,1.25,3-6 2-6   
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Gonzalez A.,Gimeno-Traver D.,98,80,587,637,1.4,2.75,6-4 6-1   
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Nedovyesov A.,Cuevas P.,Cuevas P.,73,161,659,341,3.25,1.33,6-4 3-6 4-6  
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Machado R.,Tursunov D.,Machado R.,243,32,200,1190,2.62,1.44,6-0 6-0   
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Montanes A.,Montanes A.,188,57,270,835,2.75,1.4,6-7 3-6   
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Hanescu V.,Albot R.,Hanescu V.,93,178,601,298,1.22,4.0,3-6 6-4 6-4  
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Mayer L.,Mayer L.,40,88,1050,619,1.66,2.1,6-3 1-6 2-6  
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Kubot L.,Gabashvili T.,Kubot L.,76,52,646,903,3.75,1.25,6-3 7-5   
Portugal Open,2014-04-30,ATP250,Outdoor,Clay,1st Round,3,Volandri F.,Elias G.,Elias G.,84,179,627,294,2.37,1.53,4-6 3-6   
Portugal Open,2014-04-30,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Machado R.,Gimeno-Traver D.,98,243,587,200,1.28,3.5,6-3 7-6   
Portugal Open,2014-04-30,ATP250,Outdoor,Clay,2nd Round,3,Montanes A.,Granollers M.,Granollers M.,57,31,835,1215,1.66,2.1,6-3 6-7 2-6  
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Hanescu V.,Carreno-Busta P.,Hanescu V.,93,60,601,816,2.75,1.4,6-3 4-6 6-3  
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Elias G.,Elias G.,39,179,1073,294,1.28,3.5,4-6 6-3 2-6  
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Raonic M.,Cuevas P.,Raonic M.,9,161,2580,341,1.36,3.0,6-3 6-2   
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Devvarman S.,Berdych T.,Berdych T.,102,6,575,4720,10.0,1.03,3-6 2-6   
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,Golubev A.,Mayer L.,88,61,619,806,1.57,2.25,6-1 7-6   
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Kubot L.,Berlocq C.,Berlocq C.,76,62,646,735,3.25,1.33,4-6 3-6   
Portugal Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Gimeno-Traver D.,Granollers M.,Gimeno-Traver D.,98,31,587,1215,2.1,1.66,6-1 6-2   
Portugal Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Mayer L.,Berdych T.,Berdych T.,88,6,619,4720,6.0,1.12,6-3 4-6 4-6  
Portugal Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Berlocq C.,Raonic M.,Berlocq C.,62,9,735,2580,3.5,1.28,7-5 6-4   
Portugal Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Elias G.,Hanescu V.,Hanescu V.,179,93,294,601,2.25,1.57,1-6 5-7   
Portugal Open,2014-05-03,ATP250,Outdoor,Clay,Semifinals,3,Berdych T.,Hanescu V.,Berdych T.,6,93,4720,601,1.14,5.5,6-2 6-2   
Portugal Open,2014-05-03,ATP250,Outdoor,Clay,Semifinals,3,Gimeno-Traver D.,Berlocq C.,Berlocq C.,98,62,587,735,2.37,1.57,6-7 2-6   
Portugal Open,2014-05-04,ATP250,Outdoor,Clay,The Final,3,Berlocq C.,Berdych T.,Berlocq C.,62,6,735,4720,5.0,1.16,0-6 7-5 6-1  
Mutua Madrid Open,2014-05-04,Masters 1000,Outdoor,Clay,1st Round,3,Robredo T.,Bautista R.,Bautista R.,18,45,1890,1000,1.57,2.25,4-6 4-6   
Mutua Madrid Open,2014-05-04,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Rosol L.,Chardy J.,49,52,970,916,2.37,1.53,4-6 6-3 6-4  
Mutua Madrid Open,2014-05-04,Masters 1000,Outdoor,Clay,1st Round,3,Andujar P.,Garcia-Lopez G.,Garcia-Lopez G.,36,38,1091,1073,2.25,1.57,2-6 6-2 2-6  
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Dodig I.,Nishikori K.,12,39,2440,1065,1.11,6.0,6-4 6-4   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Haase R.,Nieminen J.,Nieminen J.,44,57,1005,840,1.44,2.62,3-6 2-6   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Copil M.,Granollers M.,Copil M.,164,30,340,1215,4.33,1.2,6-3 6-4   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Gabashvili T.,Isner J.,Isner J.,53,10,903,2555,2.0,1.72,6-7 4-6   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Tsonga J.W.,Roger-Vasselin E.,Tsonga J.W.,13,47,2370,975,1.18,4.5,6-3 4-6 6-3  
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Tursunov D.,Thiem D.,Thiem D.,32,70,1190,687,3.75,1.25,4-6 2-6   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Matosevic M.,Kohlschreiber P.,Matosevic M.,68,27,697,1270,4.33,1.2,6-2 6-2   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Becker B.,Youzhny M.,Youzhny M.,67,16,698,2065,3.75,1.25,3-6 4-6   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Ramos A.,Mahut N.,Ramos A.,115,37,511,1077,1.25,3.75,6-1 7-6   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Seppi A.,Verdasco F.,Verdasco F.,34,25,1150,1500,3.0,1.36,3-6 6-7   
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Paire B.,Simon G.,28,33,1270,1155,1.53,2.37,2-0    
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Delbonis F.,Lopez F.,Lopez F.,42,29,1023,1225,1.66,2.1,6-7 6-4 2-6  
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Giraldo S.,Hewitt L.,Giraldo S.,46,43,983,1020,1.25,3.75,7-5 4-6 6-2  
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Carreno-Busta P.,Dimitrov G.,Dimitrov G.,63,14,734,2200,4.5,1.18,2-6 4-6   
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Sijsling I.,Haas T.,Sijsling I.,59,17,831,1915,2.37,1.53,3-6 6-1 6-4  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Stepanek R.,Anderson K.,Anderson K.,41,19,1040,1800,2.37,1.53,6-3 3-6 4-6  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Gulbis E.,Janowicz J.,Gulbis E.,20,21,1780,1715,1.25,3.75,7-6 3-6 6-2  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Golubev A.,Almagro N.,Almagro N.,61,24,810,1630,5.5,1.14,3-6 7-6 6-7  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Monaco J.,Melzer J.,Monaco J.,56,64,880,720,1.57,2.25,6-4 6-3   
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Dolgopolov O.,Dolgopolov O.,15,22,2190,1690,2.1,1.66,5-7 6-4 3-6  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Sousa J.,Cilic M.,26,40,1330,1050,1.2,4.33,6-1 6-1   
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,2nd Round,3,Ramos A.,Ferrer D.,Ferrer D.,115,5,511,4850,7.0,1.1,6-7 7-5 3-6  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,2nd Round,3,Raonic M.,Chardy J.,Raonic M.,9,49,2580,970,1.33,3.25,6-3 6-3   
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,2nd Round,3,Verdasco F.,Bautista R.,Bautista R.,25,45,1500,1000,1.72,2.0,6-2 6-7 1-6  
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,2nd Round,3,Nishikori K.,Garcia-Lopez G.,Nishikori K.,12,38,2440,1073,1.22,4.0,6-3 6-1   
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Thiem D.,Thiem D.,3,70,6375,687,1.16,5.0,6-1 2-6 4-6  
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Anderson K.,Berdych T.,6,19,4780,1800,1.16,4.5,6-1 6-4   
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Simon G.,Kubot L.,Kubot L.,28,78,1270,654,1.33,3.25,5-7 6-2 4-6  
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Gulbis E.,Dolgopolov O.,Gulbis E.,20,22,1780,1690,1.83,1.83,6-3 6-4   
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Matosevic M.,Isner J.,Isner J.,68,10,697,2555,3.5,1.28,6-7 7-6 5-7  
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Nieminen J.,Sijsling I.,Nieminen J.,57,59,840,831,2.1,1.66,6-3 6-2   
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Monaco J.,Nadal R.,Nadal R.,56,1,880,12900,15.0,1.03,1-6 0-6   
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Copil M.,Dimitrov G.,14,164,2200,340,1.07,9.0,4-6 6-3 7-6  
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Youzhny M.,Lopez F.,Lopez F.,16,29,2065,1225,1.66,2.1,6-3 3-6 4-6  
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Mathieu P.H.,Cilic M.,26,87,1330,626,1.22,4.0,6-4 1-6 6-2  
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Tsonga J.W.,Giraldo S.,Giraldo S.,13,46,2370,983,1.4,2.75,4-6 3-6   
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Almagro N.,Murray A.,8,24,4040,1630,1.8,1.9,6-1 1-6 6-4  
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Berdych T.,Berdych T.,14,6,2200,4780,2.25,1.57,6-3 3-6 2-6  
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Nishikori K.,Raonic M.,Nishikori K.,12,9,2440,2580,1.4,2.75,7-6 7-6   
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Nieminen J.,Nadal R.,Nadal R.,57,1,840,12900,26.0,1.01,1-6 4-6   
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Bautista R.,Kubot L.,Bautista R.,45,78,1000,654,1.12,6.0,6-4 6-2   
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Murray A.,Giraldo S.,Giraldo S.,8,46,4040,983,1.38,2.87,3-6 2-6   
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Gulbis E.,Cilic M.,Gulbis E.,20,26,1780,1330,1.53,2.37,6-3 6-4   
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Thiem D.,Lopez F.,Lopez F.,70,29,687,1225,1.53,2.37,    
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Ferrer D.,Isner J.,Ferrer D.,5,10,4850,2555,1.22,4.0,6-4 6-4   
Mutua Madrid Open,2014-05-09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Berdych T.,Nadal R.,Nadal R.,6,1,4780,12900,6.0,1.12,4-6 2-6   
Mutua Madrid Open,2014-05-09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Bautista R.,Giraldo S.,Bautista R.,45,46,1000,983,1.8,2.0,6-3 6-4   
Mutua Madrid Open,2014-05-09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Gulbis E.,Ferrer D.,Ferrer D.,20,5,1780,4850,2.75,1.44,6-7 3-6   
Mutua Madrid Open,2014-05-09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Lopez F.,Nishikori K.,12,29,2440,1225,1.12,6.0,6-4 6-4   
Mutua Madrid Open,2014-05-10,Masters 1000,Outdoor,Clay,Semifinals,3,Bautista R.,Nadal R.,Nadal R.,45,1,1000,12900,13.0,1.04,4-6 3-6   
Mutua Madrid Open,2014-05-10,Masters 1000,Outdoor,Clay,Semifinals,3,Nishikori K.,Ferrer D.,Nishikori K.,12,5,2440,4850,2.5,1.53,7-6 5-7 6-3  
Mutua Madrid Open,2014-05-11,Masters 1000,Outdoor,Clay,The Final,3,Nishikori K.,Nadal R.,Nadal R.,12,1,2440,12900,7.0,1.1,6-2 4-6 0-3  
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Haase R.,Chardy J.,47,50,970,945,1.72,2.0,6-4 6-4   
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Andujar P.,Stepanek R.,Stepanek R.,64,43,741,1005,1.66,2.1,7-5 3-6 4-6  
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,Sousa J.,Kukushkin M.,60,41,819,1045,2.0,1.72,6-3 6-7 6-3  
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Isner J.,Melzer J.,Melzer J.,11,67,2600,720,1.44,2.62,6-7 3-6   
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Janowicz J.,Kohlschreiber P.,29,22,1280,1680,1.66,2.1,4-6 7-6 6-2  
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Monaco J.,Robredo T.,Robredo T.,54,18,880,1855,2.75,1.4,6-7 4-6   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Dodig I.,Delbonis F.,Dodig I.,40,44,1055,1004,2.37,1.53,6-3 6-4   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Granollers M.,Granollers M.,27,31,1395,1215,1.83,1.83,5-7 1-6   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Roger-Vasselin E.,Dimitrov G.,14,45,2200,975,1.14,5.5,4-6 6-3 6-4  
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Travaglia S.,Bolelli S.,Bolelli S.,293,162,157,340,3.75,1.25,6-3 5-7 6-7  
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Karlovic I.,Carreno-Busta P.,Karlovic I.,52,68,902,714,3.5,1.28,3-6 6-3 7-6  
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Lorenzi P.,Riba P.,Riba P.,90,98,615,588,1.44,2.62,6-7 3-6   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Volandri F.,Simon G.,30,97,1225,592,1.4,2.75,6-2 6-3   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Gonzalez A.,Robert S.,Robert S.,79,85,647,629,1.66,2.1,6-1 4-6 1-6  
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Rosol L.,Fognini F.,Rosol L.,56,15,866,2190,5.0,1.16,6-3 6-2   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Mahut N.,Youzhny M.,Youzhny M.,39,16,1077,2020,4.5,1.18,4-6 4-6   
Internazionali BNL d'Italia,2014-05-12,Masters 1000,Outdoor,Clay,1st Round,3,Tsonga J.W.,Dolgopolov O.,Tsonga J.W.,13,21,2235,1725,1.83,1.83,6-3 7-6   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Giraldo S.,Cilic M.,Cilic M.,36,26,1118,1410,1.9,1.8,4-6 0-2   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Anderson K.,Pospisil V.,Anderson K.,20,32,1755,1180,1.16,5.0,7-5 7-6   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Golubev A.,Golubev A.,25,59,1455,827,1.33,3.25,4-6 5-7   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Haas T.,Seppi A.,Haas T.,19,34,1835,1150,1.9,1.8,6-1 4-6 6-3  
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Falla A.,Gulbis E.,Gulbis E.,73,17,687,1915,6.0,1.12,1-6    
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Tursunov D.,Bautista R.,Tursunov D.,33,28,1155,1340,5.5,1.14,6-0 7-6   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,Sijsling I.,Sijsling I.,149,53,391,885,2.2,1.61,6-7 5-7   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Stepanek R.,Djokovic N.,2,43,11030,1005,1.03,15.0,6-3 7-5   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Riba P.,Wawrinka S.,Wawrinka S.,98,3,588,5785,11.0,1.05,0-6 3-6   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Robredo T.,Kohlschreiber P.,29,18,1280,1855,2.25,1.57,6-2 6-4   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Bolelli S.,Raonic M.,Raonic M.,162,10,340,2625,3.4,1.3,3-6 6-7   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Ferrer D.,Kukushkin M.,Ferrer D.,5,60,5030,819,1.04,12.0,6-1 6-2   
